review,scores,compound,comp_score
huge doesnt feel crowd even busy however sea choppy recommend swim good surfer nice restaurant,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8591}",0.8591,1
tepid indian ocean crash onto long sandy always pleasure sure busy fun relax plenty look need little mindful rip well mark great fun safe,"{'neg': 0.064, 'neu': 0.357, 'pos': 0.579, 'compound': 0.9667}",0.9667,1
wish shack food drink could spend long time possibly beautiful saw,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",0.765,1
jimbaran seminyak next best experience mention earlier also plan stay seminyak must stay front close lively area shopping pub restaurant nice place stay move around,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.872}",0.872,1
bit dirty overcrowd come long walk watch sunset beachbag youre stay seminyak recommend come one day hire driver take pretty clean beach,"{'neg': 0.099, 'neu': 0.614, 'pos': 0.287, 'compound': 0.6705}",0.6705,1
best wonderful sunset friend enjoy sunset la panca good delicious food,"{'neg': 0.0, 'neu': 0.193, 'pos': 0.807, 'compound': 0.9678}",0.9678,1
seminyak nice amazing mean expect black sand though get cheap cold bintang guy top rent chair 100000 rupiah many seller wasnt busy month may,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.8126}",0.8126,1
lovely swim sea generally quite rough dangerous lot people sell thing fake glass bag lot little huts purchase drink,"{'neg': 0.247, 'neu': 0.609, 'pos': 0.145, 'compound': -0.3976}",-0.3976,0
typical relax typical city pricy dirty good dining option,"{'neg': 0.197, 'neu': 0.408, 'pos': 0.395, 'compound': 0.4404}",0.4404,1
hibachi voyage amerika concept explore taste quality freshness food base exprience explore food give unique live cookingplease come join free flowrsvp 6282247810789jl raya kerobokan 98 kuta bali 80361hibachi hibachivoyage teppanyaki hibachichefindonesia hibachi hibachigrill hibachivoyage dinner kulinerbali foodbali kerobokan seminyak restaurant dinner happy livecooking healtyfood balifoodies,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.8481}",0.8481,1
great place finish dayplenty entertainment character sunsets postcard qualityplenty option blanket bean bag day bed relax drink friend,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9186}",0.9186,1
beach beautiful bali sunset must sit one many bean bag watch sunsetbit cloudy yesterday,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5994}",0.5994,1
one good beach offer bali many overall good hangout day expecially couple,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",0.7003,1
lot bar restaurant around side good place see sunset walk different kuta many vendor must visit seminyak bali,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",0.4404,1
tried catch sunset wasnt much kid fun run along lots cool restaurant bar,"{'neg': 0.169, 'neu': 0.687, 'pos': 0.144, 'compound': -0.1032}",-0.1032,0
seminyak long stretch grey sandy situate upscale private neighbourhood thats famous fabulous sunset,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5574}",0.5574,1
clean water rough warm use facility fooddrink etc buy far away,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}",0.5574,1
read review seminyak pleasantly surprised water lovely swim although caution need wave quite strong small section partrolled bed umbrellas hire cold drink also offer reasonable price sun bed belong upmarket hotel along hawker particularly aggressive sand clean free litter occasional horse rider along foreshore real treat beautiful place pas time watch sunset,"{'neg': 0.027, 'neu': 0.613, 'pos': 0.36, 'compound': 0.9731}",0.9731,1
lovely well kept lot amenity sunbed hire cheap u walk double six part,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.7096}",0.7096,1
asia seminyak instance drown plastic disturb disgracefulif happy swim amongst plastic straw food wrapper plastic tube toothpaste skin bleach cream could recommend highly enough bali lose pollution controlthe lack infrastructure u bargain hunt holiday hound take tollive go bali 30 year see go sublime submergedwhat shame,"{'neg': 0.24, 'neu': 0.586, 'pos': 0.174, 'compound': -0.6204}",-0.6204,0
prefer late afternoonevenings sit watch world go happy beanbag also buy cute treat seller didnt swim relaxed fave location b9b bar,"{'neg': 0.165, 'neu': 0.526, 'pos': 0.309, 'compound': 0.656}",0.656,1
seminyak great walk either direction surf lesson crowd great photo opportunity bali cloud back drop sunset time people gather take lot photo,"{'neg': 0.068, 'neu': 0.579, 'pos': 0.354, 'compound': 0.872}",0.872,1
plenty place eat stroll watch sunset plenty hawker try sell many thing possibly dont need add atmosphere visit sunset time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
safe surf clean bali standard water quality best great place watch sunset whilst enjoy cold cheap bintang bean bag neck foot massage street seller everywhere aggressive fun barter offer low price without offend sometimes pick real bargain frequent host regular basis treat like royalty remember year certainly safe family,"{'neg': 0.05, 'neu': 0.478, 'pos': 0.472, 'compound': 0.9832}",0.9832,1
walk entrance past park area bridge woman try sell sarong bracelet use purchase anythere even man sell canvas unframed painting 800000 rupiah claim paint use shop seminyak sell beautiful watch wave lay rent chair umbrella 50000 rupiah 350 usd deal caribbean chair umbrella rental 25 usd must order expensive food menu like 15 cocktail 25 hamburger bargaini 1100am hardly anyone hour sunset many people come kid play soccer sand everyone watch sunset probably 3 different vendor come try sell none persistent politely say walked awaybeautiful sunset view,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.8316}",0.8316,1
however street hawker spoil bit beer chair jewellery sunglasses ring etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
sand grey dirt still really popular sunset crowd especially weekend around full moon time,"{'neg': 0.136, 'neu': 0.622, 'pos': 0.243, 'compound': 0.2247}",0.2247,1
large expansive gentle gradient sea excellent family swim like large wave activity get busy many holiday maker enjoy area lot people surf try time good laugh relatively clean little rubbish please see hawker werent bad trouble good relax,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.9874}",0.9874,1
walk hangover whilst friend sleep nice clean didnt get harass much seller lot surf lesson available restaurant bar set slightly back ruin peace,"{'neg': 0.1, 'neu': 0.485, 'pos': 0.415, 'compound': 0.8762}",0.8762,1
clean ad youd expect good selection lounger day 50000 seem go rate towel hire toothe hawker intrusive pay bit premium drink closer big hotel warungs rather hut offer good value reasonable food try cantina right w decent toilet toowatch current strong swim lifeguard,"{'neg': 0.027, 'neu': 0.698, 'pos': 0.275, 'compound': 0.9153}",0.9153,1
lovely near view restaurant deck etc like much spoilt australia beautiful white sand dark colour little strange enjoy swim quite bit rubbish water,"{'neg': 0.046, 'neu': 0.552, 'pos': 0.402, 'compound': 0.9121}",0.9121,1
nice chill plenty place get drink food water sometimes bit rough clean surf ok thats want hire surf board even lesson available,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7906}",0.7906,1
visit april may 18 pretty disappointed sea rough good swimming lot rubbish wash 10 day stay go visit inspire u come back 2nd visit fact struggle find bali impressed uscant beat caribbean,"{'neg': 0.125, 'neu': 0.577, 'pos': 0.298, 'compound': 0.8176}",0.8176,1
good destination day pass local government together hotel need try tackle issue otherwise people stop come,"{'neg': 0.115, 'neu': 0.733, 'pos': 0.152, 'compound': 0.1779}",0.1779,1
seminyak much preferable kuta seminyak bit quiet people seminyak seem international discerning gentle roll wave ideal beginner surfer also good swimming shame bit bit plastic float water really sad see pick disposed rubbish bin tourist beach bali try beat plastic pollution problemoh sunset seminyak sight behold grab bean bag drink drink,"{'neg': 0.105, 'neu': 0.746, 'pos': 0.149, 'compound': 0.4033}",0.4033,1
pleasant walk cleaner expect overall worth visit unless like big crowd bean bag constant interruption tout probably visit oncecafes bar dearer town good go daytime walk sunset reason returnits personal choice,"{'neg': 0.095, 'neu': 0.545, 'pos': 0.36, 'compound': 0.8807}",0.8807,1
place view priceless however dirty rubbish blowing around people constantly badger sell item pain best place felt safety view yes nasty go pick spot sit rubbish side choose wed vow renewal disappoint dont bank place wed shot much well place hill rice field bali struggle bestwe clear rubbish first gap already rubbish strangely enough person come along pick remove leaf tree fall leave rubbish go figure odd view yes get shot alone yep turn rubbish collector wed vow renewal ideal fly far poor say least great start special day,"{'neg': 0.234, 'neu': 0.56, 'pos': 0.206, 'compound': -0.3599}",-0.3599,0
love nice vibe peaceful sunset amaze colourful unique,"{'neg': 0.0, 'neu': 0.226, 'pos': 0.774, 'compound': 0.9287}",0.9287,1
great walk however without problem mainly cleanliness come offshore difficult control hotel try clean part issue dog mess bali dog free roam tree carefully sunset fantastic however,"{'neg': 0.121, 'neu': 0.458, 'pos': 0.421, 'compound': 0.9092}",0.9092,1
seminyak particularly great afternoon day cool bit hot place dont get wrong hire lounge chair umbrellas cool drink never far away particularly like break good surf surf ku de ta front seminyak temple spot equally good prefer surf front ku de ta seminyak extremely popular sunset view breathtaking night time restaurant bar along foreshore band live music always buzz life seminyak colourful people sell ware offer massage beautiful life interaction definitely place visit relax,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9875}",0.9875,1
call soso already crowd make sea water become dirty view amaze chill sunseting,"{'neg': 0.167, 'neu': 0.632, 'pos': 0.201, 'compound': 0.1531}",0.1531,1
dont understand tourist see foul smell overcrowd used great spot 20 year ago deteriorate point wouldnt even walk dog one see seweage water pump onto beach frankly bad eatery bar area stay away youre look white sandy,"{'neg': 0.082, 'neu': 0.822, 'pos': 0.096, 'compound': 0.1531}",0.1531,1
seminyak reckon best place enjoy sunset coast kuta wider sand bed line even walk thin sea water sand create wide mirror effect visit bit cloudy yet still able get minute sparkle golden sunset cover low cloud,"{'neg': 0.046, 'neu': 0.683, 'pos': 0.271, 'compound': 0.8807}",0.8807,1
crowd doublesix seminyak place go quiet time enjoy bask sun also view surf activity,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.4939,1
ventured seminyak like tourist see sunset sunset stun worth dirty rubbish people everywhere swim brown dirt sand rubbish sit shoreline legian kuta way along coastline shame place mar rubbish human use,"{'neg': 0.216, 'neu': 0.67, 'pos': 0.113, 'compound': -0.6124}",-0.6124,0
favour call make holiday bali best driver ever time make speaks great english know area custom history well make many contact bali wealth knowledge easy contact messenger organise transport requirement breeze thanks make take photo mades business card reference,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.975}",0.975,1
nice stun view definitely must visit anyone purpose sunrise sunset must see,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.6705}",0.6705,1
ill give 3 star nice hang well beach go clear water white sand example,"{'neg': 0.145, 'neu': 0.466, 'pos': 0.389, 'compound': 0.5719}",0.5719,1
sunset real highlight seminyak lot people vibe super chill really nice place sit eat drinka must least everyone area,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.8553}",0.8553,1
little disappointed seminyak kuta chair option cool drink watch sun set every man dog nothing spectacular sand water creek run make notverypleasant ambiance,"{'neg': 0.108, 'neu': 0.804, 'pos': 0.088, 'compound': -0.1298}",-0.1298,0
lovely warm clean water opportunity hire sun lounger surf board lot bar good music cheap expensive food option,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9201}",0.9201,1
lovely walk along lay always barter sunbed clean good swimming surfingwell worth visit,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.8834}",0.8834,1
agree could beautiful watch sunset definition dirty plastic waste far eye see ever dreamt term plastic waste available yoghurt cup plastic bag syringe course many thing like bottle etc high time local authoritiues guide tourism stakeholder take decisive action,"{'neg': 0.166, 'neu': 0.624, 'pos': 0.211, 'compound': 0.3182}",0.3182,1
black sand quite lot rubbish also rubbish sea choppy good swimming good surfing,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003,1
sadly use maintain rubbish pile back sea full old plastic bag etc know else sufers seem like due high wave general swim bathing would advise choose another location also think local goverment could help clean surround area move short stay return,"{'neg': 0.059, 'neu': 0.776, 'pos': 0.166, 'compound': 0.6249}",0.6249,1
usually go club walking along seminyak great experience well come julyaugust though,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",0.7351,1
ive time love little cafes see lots people walk local would swim there lot rubbish along waterline dog business water pretty night cafe seat well worth look great long walk lot swim school wouldnt swim water,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9382}",0.9382,1
use visit seminyak especially private marriott clean water something cannot say counterpart kuta tio crowd unlike kuta legian classy feel overall nice experience,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8255}",0.8255,1
spent 4 hour sunset double dix great medium wave kid lot bar restaurant offer bean bag relax eat live music flood light right midnight,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7906}",0.7906,1
seminyak bit disappointed although sandy water clear lot debris around tell clean every morning plastic bottle wrapper debris bring current every afternoon people gather watch sunset many bar music big quite long,"{'neg': 0.083, 'neu': 0.775, 'pos': 0.142, 'compound': 0.296}",0.296,1
experience seminyak good friendly people offer bintang surf lesson,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}",0.7269,1
great spot sit bean bagd watch sunset whilst drink bintangsonly side rubbish leave,"{'neg': 0.074, 'neu': 0.675, 'pos': 0.252, 'compound': 0.5994}",0.5994,1
night life amaze food great atmosphere impossible fault go,"{'neg': 0.166, 'neu': 0.368, 'pos': 0.466, 'compound': 0.7096}",0.7096,1
nice lot restaurant resort often go enjoy sunset,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7184}",0.7184,1
sun set owesome near many hotel able enjoy since dirty many garbage visitor visitor must come go without leave something,"{'neg': 0.12, 'neu': 0.701, 'pos': 0.179, 'compound': 0.1149}",0.1149,1
seminyak black sand sea generally clean swim best part sunset seminyak west part bali get spectacular sunset day restaurant lot chair lounge guest drink watch sunset,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.7845}",0.7845,1
chance visit seminyak big surprise find cover rubbish plastic everywhere one seem care spend one month 1982 call bali small paradise return disappoint nobody care pollution let continue way great holiday communal tip,"{'neg': 0.055, 'neu': 0.508, 'pos': 0.437, 'compound': 0.9571}",0.9571,1
seminyak long greyish sand endless swell atm lot crowd like everyone else wonder tourist mt agung low rumble keep tourist away suit u pick lounge cold drink hand three year old grandson entertain u daddy surfsbosrd hire seem cheap boy one design north narrabeen handle balis surf beautifully horse rid along much sign litter problem wed warned hazy day beautiful bit breeze cool u perfect,"{'neg': 0.086, 'neu': 0.646, 'pos': 0.268, 'compound': 0.9403}",0.9403,1
clean good enjoying sunday stress work like come lot never bore see ocean,"{'neg': 0.122, 'neu': 0.304, 'pos': 0.575, 'compound': 0.857}",0.857,1
good place unwind catch ray vast array hotel bar restaurant cover whole cost spectrum photograph seaside pool fit postcard image negative unfortunately swim ocean walk sand form modern day waste ruin experience,"{'neg': 0.288, 'neu': 0.59, 'pos': 0.122, 'compound': -0.8074}",-0.8074,0
nothing like lay bean bag colorful arabian style umbrella smoke shisha catchy loud music background relaxedly enjoy preevening breeze sunset seminyak beachsimply awesome,"{'neg': 0.068, 'neu': 0.615, 'pos': 0.317, 'compound': 0.8267}",0.8267,1
beautiful bechwalk swim unless like swim plastic litter beanbag cafees soo nice,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.8481}",0.8481,1
may u visit beach kuta nusa dua somehow seminyak let bad decent infact neither hustle kuta serenity nusa dua,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5423}",-0.5423,0
improve especially cleanliness safely also concern large number tourist place,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.7703}",0.7703,1
hotel around seminyak private beach tend strong wave might ideal swim along seminyak main road many restaurant pub hip busy great night,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.8957}",0.8957,1
far beach go get worst l ever see year previous return see clean since notit raw sewage come river continue flow river year later white horse sea brown horse sewage come bali would big mistake,"{'neg': 0.162, 'neu': 0.771, 'pos': 0.067, 'compound': -0.5859}",-0.5859,0
cant say ever see much domestic waste wash clean many time day great go sea,"{'neg': 0.13, 'neu': 0.556, 'pos': 0.315, 'compound': 0.6124}",0.6124,1
beautiful bali pollute island world water literally thick rubbish type nappy bag sort disgust item wrap around face foolish enough swim water literally toxic j advise swim smell rubbish pile high sand,"{'neg': 0.231, 'neu': 0.672, 'pos': 0.097, 'compound': -0.6597}",-0.6597,0
want holiday dont go beach disgust litter everywhere people say try clear im sorry want tourist come need try hard good island rely tourism please tell would want pay sit sunbeds surround rubbish get rake bin bag clear please shame rest island beautiful go sanur sunbeds half price rubbish,"{'neg': 0.107, 'neu': 0.503, 'pos': 0.39, 'compound': 0.9527}",0.9527,1
place dirty dont know anyone want come stayed seminyak 4 night think would holiday take one look couldnt understand place advertise destinationthe wave high rough cannot swim sea sand much rubbish disgust poor wildlife shame even large 5 star resort hotel didnt seem care clean patch sand hotel overlookwe end send 4 night seminyak around pool return,"{'neg': 0.282, 'neu': 0.678, 'pos': 0.04, 'compound': -0.9372}",-0.9372,0
plastic rubbish see everywhere bad part smelly water sewage directly go ocean water pipe use water flow sand ocean disgust disappointing,"{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.891}",-0.891,0
beautiful shore line sandy extremely dirty please wear shoe broken glass rubbish everywhere,"{'neg': 0.289, 'neu': 0.413, 'pos': 0.298, 'compound': 0.0478}",0.0478,1
find black sand accommodate many bar restaurant escape seller sarong painting trinket thier well rehearsed give good deal litter rubbish broken glass friendly itemsduring day hot rough conditionsthe offer direct walk access kuta south potato head northat night come alive bean bag colourful umbrella diningdefinitely go explore make decision swimming,"{'neg': 0.052, 'neu': 0.738, 'pos': 0.21, 'compound': 0.8126}",0.8126,1
regular visiter many year little change hawker plenty handle add scene bintang cold offer cheap price grab beer relax enjoy sunset,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.7269}",0.7269,1
ive part bali 56 time year horrify see pollute become time really reason visit anymore unless local government act immediately strenuously curb use plastic packaging island also find injection needle hand guy clean didnt seem care find might reflect find nothing unusual ill go elsewhere instead bali least part bali anyway,"{'neg': 0.15, 'neu': 0.718, 'pos': 0.131, 'compound': -0.2951}",-0.2951,0
know popular well know far beach concern many nicer clean picturesque beach worldmust admit nice evening sunset look romantic,"{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9545}",0.9545,1
trash everywhere clean regularly pile back bother trader hassle dont engage conversation leave alone,"{'neg': 0.334, 'neu': 0.467, 'pos': 0.2, 'compound': -0.3794}",-0.3794,0
amaze sunset many person night go would say must stop person havi g holiday bali amazing photo opportunity,"{'neg': 0.081, 'neu': 0.444, 'pos': 0.474, 'compound': 0.891}",0.891,1
quite disappointed dirty trash shore didnt swim dare swim maybe weather since wet season still could do well,"{'neg': 0.278, 'neu': 0.634, 'pos': 0.089, 'compound': -0.6674}",-0.6674,0
dirtiest ive see bali far clean regularly still lot garbage good surfersbeginners sand small wave white water good school nearby though least havent come across lot bar one close entrance expensive cheap people try sell good lot pas ignore,"{'neg': 0.117, 'neu': 0.656, 'pos': 0.227, 'compound': 0.6705}",0.6705,1
come february dirty trash heard storm push trash island beach hopefully nicer go,"{'neg': 0.157, 'neu': 0.541, 'pos': 0.303, 'compound': 0.4019}",0.4019,1
guy look bed great job clear dirty weve much rubbish come ashore certainly would swim sea shame nice sandy,"{'neg': 0.194, 'neu': 0.421, 'pos': 0.385, 'compound': 0.7096}",0.7096,1
perfect sunset nice beer lite bite unbeatable combination love spend time sun,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.8934}",0.8934,1
see tourism photo plastic waste far eye see spoil also spoil harmony bali paradise spoil sure2203,"{'neg': 0.123, 'neu': 0.573, 'pos': 0.304, 'compound': 0.6249}",0.6249,1
though rain hard morning nice walk bit rubbish place rain guess rubbish wash onto like ive say nice walk sea,"{'neg': 0.055, 'neu': 0.627, 'pos': 0.318, 'compound': 0.7717}",0.7717,1
first time go lot trash maybe throw rough seas little disconcert step appear effort clear still remainsit didnt impact stay worth note look past still beautiful,"{'neg': 0.053, 'neu': 0.738, 'pos': 0.209, 'compound': 0.7035}",0.7035,1
overall bali quite dirty trash everywhere seminyak kuta strip probably dirtiest ive ever experience there much well cleaner beach bali geger nusa dua belinga,"{'neg': 0.217, 'neu': 0.658, 'pos': 0.125, 'compound': -0.5849}",-0.5849,0
find seminyak little put much rubbish wash along sand sure many people travel bali life jungle much beautiful,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.7351}",0.7351,1
great time pretty dirty wash rubbish mainly plastic say local early morning clear day,"{'neg': 0.127, 'neu': 0.439, 'pos': 0.434, 'compound': 0.7906}",0.7906,1
really disappointed cleanliness beachits pretty much rubbish dump plastic seem bit environmental disaster one willing addressits depress somewhere enjoyable spend timebali need clean environment,"{'neg': 0.34, 'neu': 0.435, 'pos': 0.225, 'compound': -0.6697}",-0.6697,0
walk along dirtynot sure could ever swim therethe council need something improve,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.6369}",0.6369,1
compare kuta heaven clean clean every morning heap place offer umbrellas lounge deck chair umbrellas cheap motorbike taxi take anywhere cold drink toilet available,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8271}",0.8271,1
go walk seminyak 2 day ago horrify find filthy littered rubbish beauty even upon find ku de ta mistake wouldnt know still filthy rubbish pile mound everywhere back scuminyak suggest anyone,"{'neg': 0.161, 'neu': 0.736, 'pos': 0.104, 'compound': -0.2732}",-0.2732,0
go walk along seminyak impressedrubbish plastic bottle everywherepeople sit drink dinner right front rubbishinside hotel villas always keep clean dont look island see local people eat food throw rubbish finish street beacheskeep island clean,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.6597}",0.6597,1
go february leave immediately pay extortionate price 100k sun lounger harass multiple woman sell sarong etc filthy litter plastic sea full plastic boyfriend literally come food wrapper stick body wave huge good surf people take wave even shallow watwr water warm warm everywhere else bali go somewhere else,"{'neg': 0.104, 'neu': 0.735, 'pos': 0.161, 'compound': 0.4939}",0.4939,1
go seminyak check get huge shock disgust rubbish pile tell weather cause rubbish many plastic bag wash shocked see look like huge rubbish tip,"{'neg': 0.26, 'neu': 0.531, 'pos': 0.209, 'compound': -0.4019}",-0.4019,0
tip time year could believe eye first morning venture walk rubbish strewn far could see many traveller pic show indonesia get act together disgraceful tell java due stormy weather around time year really would go anywhere near swim ocean coast bali want clean try sanur problem run jimbaran seminyak,"{'neg': 0.051, 'neu': 0.873, 'pos': 0.076, 'compound': 0.0772}",0.0772,1
go day low season january say trade wind wash fair amount pollution area filthy could use good cleaning go water hawker everywhere dirty dirty dirty couldnt wait shower leave place,"{'neg': 0.269, 'neu': 0.573, 'pos': 0.158, 'compound': -0.6654}",-0.6654,0
cleanest see careful run learn surf group nevertheless water cooler outside temp sunbeds hire comfortable swim one time surf fear lose gear,"{'neg': 0.205, 'neu': 0.625, 'pos': 0.17, 'compound': -0.25}",-0.25,0
look forward time sun unfortunately seminyak covered trash dirty impress,"{'neg': 0.349, 'neu': 0.461, 'pos': 0.191, 'compound': -0.34}",-0.34,0
look quite dirty rubbish collect pile morningsthe sand dark grainywe didnt swim didnt look cleanmainly busy sunday local family gathering,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4927}",-0.4927,0
area well double six much clean less rubbish also hop bar drink sunset view bar around come chill instead double six,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5859}",0.5859,1
scenic view surround multiple shack unfortunately maintainedyou see garbage lie around shack arent clean hygienic sea guard swing like usp bali overall suggest avoid,"{'neg': 0.234, 'neu': 0.681, 'pos': 0.085, 'compound': -0.52}",-0.52,0
visited every day december quiet december people amaze disappointing thing accumulation rubbish day long wash sea local clear first thing wash never end task put sea seem dirty,"{'neg': 0.169, 'neu': 0.663, 'pos': 0.169, 'compound': 0.0}",0.0,1
there lot eatery along go sunset view along coastvery busy cleanest,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1
think beach india well absolutely dirty filthy except front oberoi clean seeing wonder bali rat highly destination beach filthy lot traffic jam,"{'neg': 0.118, 'neu': 0.704, 'pos': 0.178, 'compound': 0.1548}",0.1548,1
see one best sunset worldbali seminyak beachso 5 deserve star,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369,1
beautiful lot great wave youre surf also great youre first time surfer ton affordable surf lesson wave great intense hard place learn great little beachfront restaurant bar pretty easy get lounge chair go early enough negotiate dont pay 50100k rupiah 23 hour sadly lot trash walking along water great experience youre dodge wash trash plastic bag,"{'neg': 0.052, 'neu': 0.541, 'pos': 0.407, 'compound': 0.9833}",0.9833,1
ok straight herethe horrible askill tell youits pollute rubbish get wash due rainy season due tourist leave waste every morning watch local tirelessly try remove rubbish youd come back next day would start maybe spot australian beach ecpectations beach look like really sad concern young child allow parent run tgrough litter without care world tell know way would tramp litter fet water let alone alliw child wouldnt even enter water worth itits gloom though late acternoon tge restarants open great dri k meal yhe watch sunset cafe music food good id recommend try b9b fou best go look semenyak dont mislead image show thats pristine youll dissapointed,"{'neg': 0.175, 'neu': 0.648, 'pos': 0.177, 'compound': 0.0974}",0.0974,1
nice good stretch would like walk usually even tide increase couldnt see lifeguard swim water look clean overall recommendation would chill clubshotel face sea bother swim sea use infinity pool,"{'neg': 0.061, 'neu': 0.606, 'pos': 0.333, 'compound': 0.8689}",0.8689,1
clean food stall near arent hygienic access villa r resort portion must visit,"{'neg': 0.124, 'neu': 0.69, 'pos': 0.186, 'compound': 0.2263}",0.2263,1
5 u hubby 3 kid go walk around 6pm tide could see rubbish much rubbish wash really sad see people everywhere like normal would nice maybe bin make local tourist aware bad litter look also sea life breakfast next day resort ask manager ever clean tell clean every night wow surprise morning go another walk minimal rubbish sadly every night stop people come wave look amazing many people enjoy surf swim etc decide swim pool instead sand front royal resort grey sand expect good making sand castle still nice view though photo towards seminyak sand get well also day,"{'neg': 0.096, 'neu': 0.643, 'pos': 0.262, 'compound': 0.9566}",0.9566,1
oh seminyak street general well maintain public strip disgrace know rainy season sea throw garbage usual watch tourist horde also treat like dump ground barshotels make effort clean extremely disappointing ive live worked asia similarly touristy destination worst ive see long time friend stay along coast entirely different experience thats reassure didnt even swim sea bali beautiful island beautiful people culture food please dont forget beach kick butt tourist litter lout,"{'neg': 0.15, 'neu': 0.571, 'pos': 0.279, 'compound': 0.8927}",0.8927,1
