nama,tgl_ulasan,ulasan,ulasan_emoji,ulasan_emot,ulasan_fold,ulasan_punct,ulasan_stop,ulasan_freq,ulasan_rare,ulasan_stem,review,scores,compound,sentiment
HolidayDaydreamer,Oct-19,"I hung around the pool at my hotel as the beach was really average; beach clubs pumping conflicting and annoying music, packs of dogs defecating near the lounge chairs. To be avoided, in my opinion.","I hung around the pool at my hotel as the beach was really average; beach clubs pumping conflicting and annoying music, packs of dogs defecating near the lounge chairs. To be avoided, in my opinion.","I hung around the pool at my hotel as the beach was really average; beach clubs pumping conflicting and annoying music, packs of dogs defecating near the lounge chairs. To be avoided, in my opinion.","i hung around the pool at my hotel as the beach was really average; beach clubs pumping conflicting and annoying music, packs of dogs defecating near the lounge chairs. to be avoided, in my opinion.",i hung around the pool at my hotel as the beach was really average beach clubs pumping conflicting and annoying music packs of dogs defecating near the lounge chairs to be avoided in my opinion,hung around pool hotel beach really average beach clubs pumping conflicting annoying music packs dogs defecating near lounge chairs avoided opinion,hung around pool hotel really average clubs pumping conflicting annoying music packs dogs defecating near lounge chairs avoided opinion,hung around pool hotel really average clubs pumping conflicting annoying music packs dogs defecating near lounge chairs avoided opinion,hung around pool hotel realli averag club pump conflict annoy music pack dog defec near loung chair avoid opinion,hung around pool hotel really average club pump conflict annoy music pack dog defecate near lounge chair avoid opinion,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.7506}",-0.7506,0
Nanamousaka,Nov-19,I will never stop wanting to come back. Incredible for surfing. We went in October and quite strong swimmers but there were many days where the red flags were out for swimmers. The rip tide is so strong. Not safe to swim for weak swimmers or children. Observe the flags and signs first. ,I will never stop wanting to come back. Incredible for surfing. We went in October and quite strong swimmers but there were many days where the red flags were out for swimmers. The rip tide is so strong. Not safe to swim for weak swimmers or children. Observe the flags and signs first. ,I will never stop wanting to come back. Incredible for surfing. We went in October and quite strong swimmers but there were many days where the red flags were out for swimmers. The rip tide is so strong. Not safe to swim for weak swimmers or children. Observe the flags and signs first. ,i will never stop wanting to come back. incredible for surfing. we went in october and quite strong swimmers but there were many days where the red flags were out for swimmers. the rip tide is so strong. not safe to swim for weak swimmers or children. observe the flags and signs first. ,i will never stop wanting to come back incredible for surfing we went in october and quite strong swimmers but there were many days where the red flags were out for swimmers the rip tide is so strong not safe to swim for weak swimmers or children observe the flags and signs first ,never stop wanting come back incredible surfing went october quite strong swimmers many days red flags swimmers rip tide strong safe swim weak swimmers children observe flags signs first,never stop wanting come back incredible went october quite strong swimmers many days red flags swimmers rip tide strong safe swim weak swimmers children observe flags signs first,never stop wanting come back incredible went october quite strong swimmers many days red flags swimmers rip tide strong safe swim weak swimmers children observe flags signs first,never stop want come back incred went octob quit strong swimmer mani day red flag swimmer rip tide strong safe swim weak swimmer children observ flag sign first,never stop want come back incredible go october quite strong swimmer many day red flags swimmer rip tide strong safe swim weak swimmer child observe flag sign first,"{'neg': 0.108, 'neu': 0.577, 'pos': 0.314, 'compound': 0.8339}",0.8339,1
SkiMom33,Nov-19,I loved hanging out here. It is absolutely stunning.  Did some surf lessons and had a great time in general. Amazing Sunsets!!,I loved hanging out here. It is absolutely stunning.  Did some surf lessons and had a great time in general. Amazing Sunsets!!,I loved hanging out here. It is absolutely stunning.  Did some surf lessons and had a great time in general. Amazing Sunsets!!,i loved hanging out here. it is absolutely stunning.  did some surf lessons and had a great time in general. amazing sunsets!!,i loved hanging out here it is absolutely stunning  did some surf lessons and had a great time in general amazing sunsets,loved hanging absolutely stunning surf lessons great time general amazing sunsets,loved hanging absolutely stunning lessons time general amazing sunsets,loved hanging absolutely stunning lessons time general amazing sunsets,love hang absolut stun lesson time gener amaz sunset,love hang absolutely stun lesson time general amazing sunset,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.8402}",0.8402,1
Linda M,Aug-19,Fabuloud beach. With lots of food and drink options...comfortable seating is available everywhere and the service is impeccable...wonderful surfing,Fabuloud beach. With lots of food and drink options...comfortable seating is available everywhere and the service is impeccable...wonderful surfing,Fabuloud beach. With lots of food and drink options...comfortable seating is available everywhere and the service is impeccable...wonderful surfing,fabuloud beach. with lots of food and drink options...comfortable seating is available everywhere and the service is impeccable...wonderful surfing,fabuloud beach with lots of food and drink optionscomfortable seating is available everywhere and the service is impeccablewonderful surfing,fabuloud beach lots food drink optionscomfortable seating available everywhere service impeccablewonderful surfing,fabuloud lots food drink optionscomfortable seating available everywhere service impeccablewonderful,fabuloud lots food drink optionscomfortable seating available everywhere service impeccablewonderful,fabuloud lot food drink optionscomfort seat avail everywher servic impeccablewond,fabuloud lot food drink optionscomfortable seating available everywhere service impeccablewonderful,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Monica S,Nov-19,One more hot surfing spot. Good waves and of course a little bit crowded. Better than spend time in the sand is take time in some of the restaurants and cafes much cool and good view 😊,One more hot surfing spot. Good waves and of course a little bit crowded. Better than spend time in the sand is take time in some of the restaurants and cafes much cool and good view ,One more hot surfing spot. Good waves and of course a little bit crowded. Better than spend time in the sand is take time in some of the restaurants and cafes much cool and good view ,one more hot surfing spot. good waves and of course a little bit crowded. better than spend time in the sand is take time in some of the restaurants and cafes much cool and good view ,one more hot surfing spot good waves and of course a little bit crowded better than spend time in the sand is take time in some of the restaurants and cafes much cool and good view ,one hot surfing spot good waves course little bit crowded better spend time sand take time restaurants cafes much cool good view,one hot spot course little bit crowded better spend time take time restaurants cafes much cool view,one hot spot course little bit crowded better spend time take time restaurants cafes much cool view,one hot spot cours littl bit crowd better spend time take time restaur cafe much cool view,one hot spot course little bit crowd well spend time take time restaurant cafes much cool view,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.483}",0.483,1
Popi D,Dec-18,"Black sands where you can walk for miles into the horizon. Great for long walks and surfing, but I don't think I would swim in it though. The views from above in the beautiful cafe's and restaurants are divine! Also there is a big wall all the way around with the local Graffiti art, well worth the photo's, there are some very talented people out there. Well worth it to see it at least once.","Black sands where you can walk for miles into the horizon. Great for long walks and surfing, but I don't think I would swim in it though. The views from above in the beautiful cafe's and restaurants are divine! Also there is a big wall all the way around with the local Graffiti art, well worth the photo's, there are some very talented people out there. Well worth it to see it at least once.","Black sands where you can walk for miles into the horizon. Great for long walks and surfing, but I don't think I would swim in it though. The views from above in the beautiful cafe's and restaurants are divine! Also there is a big wall all the way around with the local Graffiti art, well worth the photo's, there are some very talented people out there. Well worth it to see it at least once.","black sands where you can walk for miles into the horizon. great for long walks and surfing, but i don't think i would swim in it though. the views from above in the beautiful cafe's and restaurants are divine! also there is a big wall all the way around with the local graffiti art, well worth the photo's, there are some very talented people out there. well worth it to see it at least once.",black sands where you can walk for miles into the horizon great for long walks and surfing but i dont think i would swim in it though the views from above in the beautiful cafes and restaurants are divine also there is a big wall all the way around with the local graffiti art well worth the photos there are some very talented people out there well worth it to see it at least once,black sands walk miles horizon great long walks surfing dont think would swim though views beautiful cafes restaurants divine also big wall way around local graffiti art well worth photos talented people well worth see least,black sands walk miles horizon long walks dont think would swim though views beautiful cafes restaurants divine also big wall way around local graffiti art well worth photos talented people well worth see least,black sands walk miles horizon long walks dont think would swim though views beautiful cafes restaurants divine also big wall way around local graffiti art well worth photos talented people well worth see least,black sand walk mile horizon long walk dont think would swim though view beauti cafe restaur divin also big wall way around local graffiti art well worth photo talent peopl well worth see least,black sand walk mile horizon long walks dont think would swim though view beautiful cafes restaurant divine also big wall way around local graffiti art well worth photo talented people well worth see least,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.9501}",0.9501,1
Donal M,Oct-19,"Good service from the lounge rental/surf board rental/ bars at the back. Nice laid back staffNot the nicest sand. Looked good for surfing, but that's not what I was there for. Be careful of urchins here because there are several Rocky patches as you walk out into the water that they inhabit. Not suitable for snorkelling, average for swimming. Grand for sitting and having a drink. Beautiful for sunset","Good service from the lounge rental/surf board rental/ bars at the back. Nice laid back staffNot the nicest sand. Looked good for surfing, but that's not what I was there for. Be careful of urchins here because there are several Rocky patches as you walk out into the water that they inhabit. Not suitable for snorkelling, average for swimming. Grand for sitting and having a drink. Beautiful for sunset","Good service from the lounge rental/surf board rental/ bars at the back. Nice laid back staffNot the nicest sand. Looked good for surfing, but that's not what I was there for. Be careful of urchins here because there are several Rocky patches as you walk out into the water that they inhabit. Not suitable for snorkelling, average for swimming. Grand for sitting and having a drink. Beautiful for sunset","good service from the lounge rental/surf board rental/ bars at the back. nice laid back staffnot the nicest sand. looked good for surfing, but that's not what i was there for. be careful of urchins here because there are several rocky patches as you walk out into the water that they inhabit. not suitable for snorkelling, average for swimming. grand for sitting and having a drink. beautiful for sunset",good service from the lounge rentalsurf board rental bars at the back nice laid back staffnot the nicest sand looked good for surfing but thats not what i was there for be careful of urchins here because there are several rocky patches as you walk out into the water that they inhabit not suitable for snorkelling average for swimming grand for sitting and having a drink beautiful for sunset,good service lounge rentalsurf board rental bars back nice laid back staffnot nicest sand looked good surfing thats careful urchins several rocky patches walk water inhabit suitable snorkelling average swimming grand sitting drink beautiful sunset,service lounge rentalsurf board rental bars back laid back staffnot nicest looked thats careful urchins several rocky patches walk water inhabit suitable snorkelling average swimming grand sitting drink beautiful sunset,service lounge rentalsurf board rental bars back laid back staffnot nicest looked thats careful urchins several rocky patches walk water inhabit suitable snorkelling average swimming grand sitting drink beautiful sunset,servic loung rentalsurf board rental bar back laid back staffnot nicest look that care urchin sever rocki patch walk water inhabit suitabl snorkel averag swim grand sit drink beauti sunset,service lounge rentalsurf board rental bar back lay back staffnot nice look thats careful urchin several rocky patch walk water inhabit suitable snorkelling average swim grand sit drink beautiful sunset,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8834}",0.8834,1
Jay Richters,Oct-19,Echo beach club has great seafood and is right on the beach! The lobster is to die for! I will be dining there again next time I go there as it is such good food and great value. Cocktails are also great.,Echo beach club has great seafood and is right on the beach! The lobster is to die for! I will be dining there again next time I go there as it is such good food and great value. Cocktails are also great.,Echo beach club has great seafood and is right on the beach! The lobster is to die for! I will be dining there again next time I go there as it is such good food and great value. Cocktails are also great.,echo beach club has great seafood and is right on the beach! the lobster is to die for! i will be dining there again next time i go there as it is such good food and great value. cocktails are also great.,echo beach club has great seafood and is right on the beach the lobster is to die for i will be dining there again next time i go there as it is such good food and great value cocktails are also great,echo beach club great seafood right beach lobster die dining next time go good food great value cocktails also great,echo club seafood right lobster die dining next time go food value cocktails also,echo club seafood right lobster die dining next time go food value cocktails also,echo club seafood right lobster die dine next time go food valu cocktail also,echo club seafood right lobster die din next time go food value cocktail also,"{'neg': 0.213, 'neu': 0.656, 'pos': 0.131, 'compound': -0.3612}",-0.3612,0
Prof. Andrew John y Fernandes,Oct-19,The “new” Seminyak Beach already looks older as it is dirty with rubbish and teeming with unmonitored activity. Mediocre surfing beach,The “new” Seminyak Beach already looks older as it is dirty with rubbish and teeming with unmonitored activity. Mediocre surfing beach,The “new” Seminyak Beach already looks older as it is dirty with rubbish and teeming with unmonitored activity. Mediocre surfing beach,the “new” seminyak beach already looks older as it is dirty with rubbish and teeming with unmonitored activity. mediocre surfing beach,the “new” seminyak beach already looks older as it is dirty with rubbish and teeming with unmonitored activity mediocre surfing beach,“new” seminyak beach already looks older dirty rubbish teeming unmonitored activity mediocre surfing beach,“new” seminyak already looks older dirty rubbish teeming unmonitored activity mediocre,“new” seminyak already looks older dirty rubbish teeming unmonitored activity mediocre,“new” seminyak alreadi look older dirti rubbish teem unmonitor activ mediocr,“new” seminyak already look old dirty rubbish teeming unmonitored activity mediocre,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0
Panji Hagarayu,Sep-19,"There is no doubt, Bali has many beautiful beaches. One of them is Canggu. Nice to visit here. The waves are also very suitable for surfers.","There is no doubt, Bali has many beautiful beaches. One of them is Canggu. Nice to visit here. The waves are also very suitable for surfers.","There is no doubt, Bali has many beautiful beaches. One of them is Canggu. Nice to visit here. The waves are also very suitable for surfers.","there is no doubt, bali has many beautiful beaches. one of them is canggu. nice to visit here. the waves are also very suitable for surfers.",there is no doubt bali has many beautiful beaches one of them is canggu nice to visit here the waves are also very suitable for surfers,doubt bali many beautiful beaches one canggu nice visit waves also suitable surfers,doubt bali many beautiful beaches one visit also suitable surfers,doubt bali many beautiful beaches one visit also suitable surfers,doubt bali mani beauti beach one visit also suitabl surfer,doubt bali many beautiful beach one visit also suitable surfer,"{'neg': 0.174, 'neu': 0.556, 'pos': 0.271, 'compound': 0.34}",0.34,1
Iliakylie,Oct-19,This is a must go if you come to Canggu!! Especially if you are a surfer or looking to learn surfing! The waves here are cray and super pretty!,This is a must go if you come to Canggu!! Especially if you are a surfer or looking to learn surfing! The waves here are cray and super pretty!,This is a must go if you come to Canggu!! Especially if you are a surfer or looking to learn surfing! The waves here are cray and super pretty!,this is a must go if you come to canggu!! especially if you are a surfer or looking to learn surfing! the waves here are cray and super pretty!,this is a must go if you come to canggu especially if you are a surfer or looking to learn surfing the waves here are cray and super pretty,must go come canggu especially surfer looking learn surfing waves cray super pretty,must go come especially surfer looking learn cray super pretty,must go come especially surfer looking learn cray super pretty,must go come especi surfer look learn cray super pretti,must go come especially surfer look learn cray super pretty,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",0.7964,1
Loulou48,Sep-19,Great surf spot if you are learning.No hawkers on the beach and a good beach to do a walk..quiet busy ,Great surf spot if you are learning.No hawkers on the beach and a good beach to do a walk..quiet busy ,Great surf spot if you are learning.No hawkers on the beach and a good beach to do a walk..quiet busy ,great surf spot if you are learning.no hawkers on the beach and a good beach to do a walk..quiet busy ,great surf spot if you are learningno hawkers on the beach and a good beach to do a walkquiet busy ,great surf spot learningno hawkers beach good beach walkquiet busy,spot learningno hawkers walkquiet busy,spot learningno hawkers walkquiet busy,spot learningno hawker walkquiet busi,spot learningno hawker walkquiet busy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
Minzzz,Oct-19,The up and coming destination with niche cafes and retail outlet but more laid back than the overly crowded Seminyak with a black beach to lure the beach goer! With good assortment of good class hotel accommodations and villas! ,The up and coming destination with niche cafes and retail outlet but more laid back than the overly crowded Seminyak with a black beach to lure the beach goer! With good assortment of good class hotel accommodations and villas! ,The up and coming destination with niche cafes and retail outlet but more laid back than the overly crowded Seminyak with a black beach to lure the beach goer! With good assortment of good class hotel accommodations and villas! ,the up and coming destination with niche cafes and retail outlet but more laid back than the overly crowded seminyak with a black beach to lure the beach goer! with good assortment of good class hotel accommodations and villas! ,the up and coming destination with niche cafes and retail outlet but more laid back than the overly crowded seminyak with a black beach to lure the beach goer with good assortment of good class hotel accommodations and villas ,coming destination niche cafes retail outlet laid back overly crowded seminyak black beach lure beach goer good assortment good class hotel accommodations villas,coming destination niche cafes retail outlet laid back overly crowded seminyak black lure goer assortment class hotel accommodations villas,coming destination niche cafes retail outlet laid back overly crowded seminyak black lure goer assortment class hotel accommodations villas,come destin nich cafe retail outlet laid back overli crowd seminyak black lure goer assort class hotel accommod villa,come destination niche cafe retail outlet lay back overly crowd seminyak black lure goer assortment class hotel accommodation villas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
